lat,lon
39.02030849,-121.4827239
38.83693451,-121.5386665
39.01197646,-121.4854323
38.86010332,-121.5572581
39.1170131,-121.4943258
38.86404645,-121.548675
38.88883968,-121.5651545
39.08008642,-121.4887395
39.03636769,-121.483516
38.88309399,-121.563352
38.83393937,-121.545819
38.86097216,-121.5614638
38.84217294,-121.5378367
39.10995394,-121.4938108
38.8778123,-121.5679869
39.01910817,-121.47457
38.88108957,-121.5966543
38.9313713,-121.5658177
39.03151611,-121.4651601
39.06614086,-121.4147543
38.93063685,-121.5598954
38.88088912,-121.5632662
38.84444092,-121.5261669
38.85495832,-121.614105
38.86057262,-121.6216581
38.83393937,-121.545819
39.03970959,-121.4943457
38.87219936,-121.5879854
38.88883968,-121.5651545
38.861841,-121.5494475
38.88115638,-121.5841231
39.02044186,-121.4841831
39.10822234,-121.488146
38.87915191,-121.5824065
38.86565038,-121.5492758
38.88910691,-121.5886721
39.04262914,-121.5334427
38.88349487,-121.5782866
38.84370557,-121.5289993
39.03904747,-121.5364662
38.83621254,-121.5473639
38.92943501,-121.5664185
39.06833997,-121.411836
39.10768953,-121.498274
38.88108957,-121.5778574
39.04262914,-121.5334427
38.93358327,-121.5178083
39.04411392,-121.5181414
39.10555826,-121.4987032
38.85710442,-121.5051067
38.83039574,-121.5520846
38.85710442,-121.5051067
39.01910817,-121.47457
39.03663437,-121.4839451
39.02901582,-121.4676921
39.03411632,-121.4652459
39.10515864,-121.489176
38.92582937,-121.5535439
38.92763221,-121.5539731
38.84217294,-121.5378367
38.87219936,-121.5879854
39.08008642,-121.4887395
38.93051199,-121.516435
39.10475901,-121.4915792
38.85650288,-121.5033042
39.11015374,-121.4919226
39.11548146,-121.4934675
39.03992625,-121.4916206
39.1170131,-121.4943258
38.83393937,-121.545819
38.87407039,-121.5813765
39.04258069,-121.5260807
38.86030382,-121.5515932
39.06833997,-121.411836
38.86057262,-121.6216581
38.86565038,-121.5492758
39.10995394,-121.4938108
39.01610728,-121.4815223
38.86097216,-121.5614638
38.8597706,-121.6218297
39.10722332,-121.4932958
38.88108957,-121.5778574
38.93030301,-121.5544022
38.84036901,-121.6219655
39.02350924,-121.4716089
39.02044186,-121.4841831
38.88944094,-121.5769991
39.02154213,-121.4841401
39.06967272,-121.4193891
38.8578992,-121.6133325
38.84357187,-121.5275402
39.02030849,-121.4827239
38.85495832,-121.614105
38.87393675,-121.5832648
38.86057116,-121.5533099
39.03841414,-121.535565
38.83943198,-121.5377509
39.03636769,-121.483516
39.04378061,-121.5273253
39.02527626,-121.4735401
38.8831608,-121.5932211
38.86304398,-121.5549406
39.1170131,-121.4894335
39.10722332,-121.4932958
38.86404645,-121.548675
38.8831608,-121.5932211
38.83916456,-121.5363776
38.87915191,-121.5824065
39.04262914,-121.5334427
39.02044186,-121.4841831
39.10495882,-121.4934675
38.88977498,-121.5642103
38.86010332,-121.5572581
39.03048267,-121.4631001
38.92582937,-121.5535439
38.861841,-121.5494475
39.10768953,-121.498274
38.83467481,-121.5522563
39.10495882,-121.4934675
38.84363872,-121.5330334
39.04258069,-121.5260807
38.86404645,-121.548675
39.03921414,-121.5306727
38.93692147,-121.5175508
38.83393937,-121.545819
38.89091069,-121.5737376
38.92176479,-121.5162634
39.11015374,-121.4919226
39.0435473,-121.5191284
38.83494225,-121.5454756
38.93879079,-121.5178083
39.10995394,-121.4938108
38.93030301,-121.5544022
38.93732204,-121.5238165
39.03964292,-121.4822436
39.01610728,-121.4815223
38.84357681,-121.5380942
38.83943198,-121.5377509
39.02317583,-121.4788616
39.01910817,-121.47457
38.83796225,-121.6228238
38.84143865,-121.622223
39.11661355,-121.488146
38.9187511,-121.5625561
38.88309399,-121.563352
38.93051199,-121.516435
39.02327586,-121.4716947
38.87246666,-121.5854105
38.84444092,-121.5261669
38.88977498,-121.5642103
39.0420625,-121.5329706
38.88309399,-121.563352
38.93003593,-121.557063
39.0435473,-121.5191284
38.93030301,-121.5544022
38.88977498,-121.5642103
39.02060856,-121.483196
38.88583327,-121.5883288
38.84217294,-121.5378367
39.07083887,-121.4149688
39.10995394,-121.4938108
39.00979383,-121.5104434
39.02030849,-121.4827239
38.88336124,-121.5672144
39.02214227,-121.4834106
38.83693451,-121.5386665
38.85535936,-121.6166799
39.10682371,-121.488146
39.03710104,-121.489052
39.10822234,-121.488146
38.93710876,-121.5189597
38.83621254,-121.5473639
39.11548146,-121.4934675
39.10475901,-121.4915792
38.92176479,-121.5162634
38.8693259,-121.5819773
38.86304398,-121.5549406
38.93879079,-121.5178083
38.86558355,-121.5515932
39.02317583,-121.4788616
38.85636194,-121.6136758
39.04024291,-121.4826298
38.8693259,-121.5819773
38.86057116,-121.5533099
39.04258069,-121.5260807
39.06967272,-121.4193891
39.0435473,-121.5191284
39.11661355,-121.488146
38.93003593,-121.557063
39.02030849,-121.4827239
38.83693451,-121.5386665
38.87246666,-121.5854105
38.9187511,-121.5625561
38.83641311,-121.5520846
38.8318667,-121.5520846
38.83661911,-121.5402431
38.93003593,-121.557063
38.83916456,-121.5363776
38.86558355,-121.5551981
39.11548146,-121.4934675
38.86291032,-121.5606055
38.84357681,-121.5380942
38.85535936,-121.6166799
38.87393675,-121.5832648
38.91981956,-121.5649594
38.93692147,-121.5175508
