lat,lon
39.00068935,-121.6404624
39.03468472,-121.6239087
39.12119437,-121.6758087
39.05679001,-121.5813669
38.97883393,-121.5680514
38.97950116,-121.5713129
39.09639054,-121.6973186
38.96942537,-121.5706263
38.94050153,-121.5308837
38.99721494,-121.6334395
39.00569214,-121.6292301
39.07365001,-121.6972472
38.98040314,-121.6274313
39.01309519,-121.6306892
39.01919056,-121.6791836
38.98433959,-121.627088
39.0043607,-121.6366973
38.97051253,-121.612914
39.00936294,-121.6432205
38.95491676,-121.6049545
39.01249497,-121.6069141
39.03459309,-121.6218266
38.98314446,-121.6493887
39.10645814,-121.6815623
38.99214514,-121.6340403
38.97972077,-121.6037301
39.06174766,-121.6688839
39.07743282,-121.6486279
39.11464978,-121.6691168
39.09637402,-121.6739751
39.09379262,-121.695087
39.08083086,-121.6619317
38.99394629,-121.6033129
39.01209735,-121.6386714
39.08083086,-121.6619317
38.98572551,-121.6480187
38.99935529,-121.6319651
38.98067002,-121.6238264
38.97952061,-121.6006402
39.10645814,-121.6815623
38.99214514,-121.6340403
39.11464978,-121.6691168
38.95098192,-121.5275363
39.03325967,-121.6732613
38.99394629,-121.6033129
38.98890012,-121.5779113
39.02405839,-121.6984955
39.13122307,-121.6682556
38.97845304,-121.6360024
38.98863327,-121.5677832
39.0341264,-121.6792695
39.1352677,-121.6589644
38.98916698,-121.577053
39.06607943,-121.6767804
38.98674139,-121.6132693
39.03515141,-121.6481987
38.99107776,-121.6242556
39.05332415,-121.5841135
38.93916634,-121.59457
39.05581603,-121.6846768
38.99570457,-121.576538
