lat,lon
38.99966263,-121.677192
38.96663891,-121.4840909
39.1580215,-121.502573
39.12215777,-121.5930258
39.16596878,-121.5029913
39.21093964,-121.5874695
38.99210559,-121.3894211
39.07499008,-121.6095301
38.99886219,-121.6912682
39.16796514,-121.4995581
38.90659403,-121.5993281
39.07846272,-121.6392027
39.0355811,-121.5753968
38.98841876,-121.4269518
39.07396474,-121.6758081
39.16277449,-121.6200644
39.00273092,-121.5671571
39.00113009,-121.7031129
38.92449175,-121.5900584
39.07209899,-121.6857645
39.02060436,-121.6268952
39.05646389,-121.6064402
38.97144362,-121.5103551
39.18380091,-121.611138
39.16596878,-121.5029913
38.97144362,-121.5103551
38.88892699,-121.5986415
39.12215777,-121.5930258
39.00336109,-121.4657473
38.96677238,-121.500742
39.07392396,-121.6148516
39.17209077,-121.6186911
39.00886709,-121.5752251
39.1040436,-121.598519
38.97144362,-121.4435788
39.05743778,-121.6770097
39.1040436,-121.598519
39.11043736,-121.6845213
39.16596878,-121.5029913
39.0084301,-121.4681505
39.03170666,-121.6418191
39.01736666,-121.4463495
38.97744906,-121.4808293
39.0134497,-121.402639
39.06038408,-121.3840996
39.18380091,-121.611138
38.99348883,-121.476047
38.85578271,-121.5849085
39.07036646,-121.6704866
38.96703932,-121.5299244
39.06038408,-121.3840996
39.15718413,-121.5414435
39.16982836,-121.5435034
39.05419777,-121.6289278
39.11390041,-121.5968023
39.0267865,-121.3784347
39.06646064,-121.6392275
38.99242148,-121.4175104
39.0217125,-121.5896447
38.9838543,-121.4463254
38.96677238,-121.500742
39.05611861,-121.3854729
39.17062686,-121.5388686
39.04806553,-121.6260096
39.11043736,-121.6845213
39.14187492,-121.5677077
38.98895247,-121.4176821
39.16131039,-121.5409285
39.14254061,-121.5495116
39.11576506,-121.5931975
39.05797097,-121.66671
39.05611861,-121.3854729
38.97491349,-121.4265843
39.1444045,-121.5737158
39.05105302,-121.4301048
39.08999614,-121.6371428
39.04652035,-121.3998924
39.05211949,-121.3875328
39.03490689,-121.6301462
39.15438878,-121.5546614
38.99268832,-121.4611124
39.05943721,-121.6775247
38.98372086,-121.4569684
38.98372086,-121.4569684
39.01660324,-121.677707
39.0181669,-121.4504694
39.06384959,-121.381353
38.95973971,-121.4008876
39.11376722,-121.6829764
39.1871273,-121.5982634
39.10777336,-121.5918242
38.97144362,-121.5103551
38.97424622,-121.5155049
39.11576506,-121.5931975
39.02638643,-121.3710533
38.98895247,-121.4176821
38.97651491,-121.5115567
39.01785112,-121.3897644
39.01304956,-121.3859878
39.09032168,-121.6297613
39.14147551,-121.5522582
39.15931384,-121.6001517
39.14147551,-121.5522582
39.15931384,-121.6001517
39.11296807,-121.5945708
39.02345254,-121.3811813
39.08706489,-121.685208
38.86754535,-121.6003581
38.97491349,-121.4265843
