intercept,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400
134.597642,-718.4066349,-199.7382678,-359.0587558,-175.4379847,313.7170404,880.0769996,739.9324251,630.1289434,-218.648812,-981.1642352,123.4341971,-129.0899368,-580.0096456,475.0298086,-402.725963,-345.6392564,389.1558767,602.4719579,1023.779995,1072.442174,-391.8727433,-405.9945414,-408.8656888,-535.2576257,-477.3862789,-27.42786891,-38.61578983,302.4979724,-404.6380351,-383.5458374,-189.6277432,-246.8522493,558.0307545,-350.9139844,154.8063662,72.92958246,337.8573931,-243.6595055,213.5380621,59.80203238,-547.2668864,559.5710478,-213.4403138,4.259984843,46.80119448,635.502972,-297.1792495,-152.3766505,357.6389533,-211.2902138,-106.7914011,-523.9989807,-730.3179702,-48.09811102,-19.04462129,141.62862,163.147819,516.9950605,-618.2489904,299.9910652,-395.905315,347.4891351,-754.5958226,-406.1670375,407.7032898,682.8476826,398.8222215,541.4437143,559.2652674,-51.25034381,-130.9900853,-818.5917583,26.21075421,-22.90578777,338.3193172,-788.3225611,1.050434806,101.9771778,430.8019575,424.7310641,-286.1569229,49.375467,88.65717441,-29.25284405,16.17622815,-575.5257874,-267.5567955,848.7865284,-573.1849327,-76.11693324,45.31125973,244.4756108,113.9911776,-263.6283556
105.8983169,-615.7985306,-348.9122644,-288.9626609,-182.9928672,484.5072992,854.5546718,536.6197262,633.6193474,-240.3330715,-1035.691403,174.3636629,-14.53881234,-485.9265761,124.3054633,-552.597738,-262.8703755,640.9093195,566.3563498,742.7414631,889.8377454,-206.5990702,-356.9355634,-405.2770093,-393.9115673,-412.6715266,-24.2080318,-70.69598705,174.8854111,-173.3901235,-325.4776196,-360.2721973,-150.4741944,401.148716,-275.3265431,487.5121571,172.1086776,166.4491802,-273.616445,50.86585844,131.7601544,-622.2024438,380.2433844,-230.2120029,-109.282732,224.5787784,708.3240658,95.40856992,-262.8253122,-101.1425809,21.83661154,-102.6152704,-472.2700471,-880.2995763,15.59085669,-65.63865225,318.5632381,357.223483,244.8453143,-637.4525109,249.1328036,-175.9199006,59.09600606,-532.9818819,-30.09486723,267.6053964,467.2811415,261.5386749,382.4683532,625.334215,-9.620930811,-216.9588339,-491.8978311,-289.9231961,-99.87936278,456.5933945,-478.0359922,-231.7267178,-13.09577431,213.6821075,347.3883905,311.4352099,246.4134879,84.73963665,-51.29389733,31.17986021,-474.8689921,-268.7003963,787.4657922,-742.1542958,-137.8630003,-29.62754577,165.089662,104.552232,-168.4519422
87.51770902,-543.6902328,-495.5768233,-205.9145712,103.7464791,361.5453656,836.1198964,523.6320646,554.9927274,-396.6433944,-1006.625182,44.60539659,141.4624452,-168.6880881,52.26353954,-632.1501703,-61.20934107,621.1680852,615.3792152,760.5156843,607.0265706,47.85618854,-309.8693793,-264.0440514,-692.5183941,-499.3853376,-10.27309126,90.9540038,-29.941638,-377.900881,48.09232338,-269.6075805,-81.76654667,380.2366174,-527.1449532,332.0779555,78.11075592,256.6594695,-48.52493146,10.31905138,191.5753115,-465.6109286,372.7290457,-406.60961,-30.18780032,226.2735098,699.2863153,71.562523,-110.9069862,334.1654296,99.88344797,-111.2838044,-696.75591,-980.2839835,-105.8268493,-190.8222963,229.6421863,362.9575594,203.8577324,-687.6785585,293.5663615,-322.6596743,278.5799665,-397.5690973,-123.5616923,57.40155411,435.9438058,377.3099924,441.3855486,761.9091061,72.44613583,-120.6972763,-575.7842524,-422.2136895,-389.8634147,282.9346887,-445.664679,-119.1890579,199.5088864,224.6998301,367.3117738,-236.323925,347.6115956,132.2584972,-142.9916528,113.2052851,-159.8823752,-196.4866049,910.9501618,-504.2225875,-78.8150384,-140.4471789,-189.0880971,-108.8279726,138.0402842
92.39930459,-580.7590404,-438.227981,-237.874388,-167.3218131,390.5987173,1005.61592,483.7477272,741.6965955,-222.3521812,-1275.407021,219.8373188,-12.12273989,-361.262489,227.7587237,-509.3099834,-212.9419901,558.505269,631.0759574,867.2641355,1028.033718,-149.991159,-591.0571117,-164.0885376,-723.3320597,-522.8048798,-9.243310163,63.78993046,178.0095644,-528.4126629,-84.03294534,-28.02296074,-127.283154,239.987614,-307.5807311,103.4554098,69.60175013,593.1501277,-466.5220808,45.13416693,294.0829826,-481.9522553,462.2397644,-44.95793443,-141.4318696,-94.76691726,986.4017766,-269.8093198,-36.51466798,134.3921525,-110.9261102,221.5770306,-705.6333394,-817.0404171,97.66966518,-351.2541665,158.5521515,123.4795729,341.7374953,-790.6936626,349.207576,-146.4851264,103.7516315,-624.0379176,-177.991529,383.1878491,338.2985406,477.2888718,664.0382232,742.5665641,-318.8425389,-455.2385238,-300.5073897,-478.5194623,-86.28157506,441.6741366,-730.0824973,318.4978185,162.6559248,168.1737745,12.85020749,-93.53360503,4.498932834,151.59733,-23.89862791,-60.81311009,117.0801558,48.4096904,934.4371029,-464.1906193,-176.6509682,24.27548226,-231.797147,-103.5628183,-124.4358472
113.1502877,-674.3002423,-366.9614182,-291.1770165,-94.01703606,390.4482845,983.249012,797.6904151,549.6197947,-401.3615512,-1349.382477,282.0406677,-14.69206762,-323.4757171,352.5262533,-290.6530658,-194.1761517,321.8681426,383.0669976,1028.450109,987.2425961,-21.85997005,-353.1445497,-344.2645302,-809.295864,-550.1955371,-17.01474591,60.02034827,111.9009898,-404.6216297,-76.58907642,-151.4575703,-302.395697,564.3941189,-351.8817389,122.7906156,51.82828134,439.1357478,-177.043265,6.889250304,159.7104923,-507.8444145,691.0771783,-426.5865191,-201.4676557,194.9379527,629.9517193,-187.3769708,-85.18976454,124.5002964,160.10266,274.7699898,-522.4425293,-1136.961913,99.13455596,-292.3241095,161.8198109,154.399449,299.7946655,-693.0845975,474.7661725,-335.3319353,342.8508312,-792.9720096,-132.6646172,155.7110762,272.9417136,378.4104857,603.0203878,1119.42019,-82.98772655,-470.9652965,-340.7825554,-501.4283199,-337.8268247,398.8215105,-427.0361225,128.8456312,182.5241518,316.2540196,398.6730005,-207.0953115,-125.9951313,-141.6556772,22.26741116,-31.15142657,-196.387468,-161.6543713,1109.85343,-550.3767263,-183.9484506,-141.8237748,-11.35810828,52.45344147,-141.8624605
105.9303266,-606.6428522,-525.0662917,-399.0364442,-178.3402774,568.4675305,991.6213215,598.0811329,728.8059737,-135.620883,-954.2299079,-35.47051428,73.65763591,-496.2928407,23.50692457,-787.2601073,-136.4734821,564.3117476,732.4137455,921.2243327,1090.519339,-27.48454953,-505.9165663,-437.8771489,-706.4729786,-490.8712414,-11.49719038,47.44045605,23.98479252,-255.1591113,-64.18019128,-192.635728,-188.6262044,538.2453523,-432.3765291,425.317439,-90.07817995,-177.5570365,-311.2664635,173.2704185,474.5511239,-460.1054853,453.7858247,-114.4756305,-214.8826388,121.7283087,597.0909281,57.98241786,-19.81355334,81.18842828,147.7262501,133.0569034,-818.7335919,-736.7419735,-91.66263389,-300.8763374,96.02563376,285.2277276,361.774419,-794.9032414,360.9468276,-35.32566135,228.0256082,-655.128745,-21.25235992,289.2966617,613.7512896,229.5828037,295.8917206,530.0503784,-40.58035883,-536.7979736,-513.7169289,-122.9273824,-302.8047703,284.2065752,-556.039337,387.2047327,238.4472124,148.6283013,190.6685193,-365.6425513,394.5318806,-98.55181682,-117.563087,156.8528267,-249.2211696,-16.17033657,867.3364673,-529.2700665,3.52864903,-0.372460096,-47.00830622,-188.4787697,-103.5186609
111.9044663,-413.3848527,-477.0666927,-286.0569627,-47.54325952,181.1747941,935.2497213,490.3920101,474.5892686,-241.1303243,-854.1174952,184.2417107,-35.46581471,-404.6316412,276.5958668,-630.2262782,-243.3292762,581.0973293,292.942828,796.7486669,1052.851516,101.3673628,-465.1985277,-382.613039,-577.0549402,-474.0314047,-9.902139757,-99.78797925,195.3370474,-155.5937337,-215.125311,-261.6510119,-155.1185974,321.176215,-401.4020148,215.3883529,303.6914555,458.4146709,-458.1862076,260.7934265,342.9875141,-629.8877625,348.219097,-121.0501192,-275.0858979,-255.0534436,764.0983373,138.9785016,37.50283941,246.351959,188.6477493,13.06533648,-266.7605128,-1272.559068,-120.7656982,-165.1428686,-82.83268522,279.7955316,231.9386125,-874.9999332,233.9214743,2.002624498,-76.56829117,-319.730184,2.368146085,270.8620022,441.4502295,170.2851789,430.6953302,455.9914703,-175.2884667,-169.344786,-62.10421926,-465.857607,73.42834174,115.1758841,-252.0879829,285.994472,-142.418976,240.109513,77.76418784,-312.8905909,42.06889851,-240.1860638,-224.5939981,275.4117593,170.0710197,97.04047381,1025.221557,-475.5541275,-322.5494368,40.74477175,-95.51076508,101.1792281,-238.3038951
118.8831927,-494.8060127,-292.0733486,-396.7052449,-135.6127397,493.9730524,810.278405,418.6652776,503.4887076,-189.7687942,-790.1368875,89.34828958,-9.937114908,-481.4075617,148.1926911,-579.0697593,-179.6898573,359.3272265,635.9985439,849.7610327,863.7212087,-170.748677,-466.2719594,-234.2320076,-607.9457526,-375.8684337,6.062790618,0.364233418,-2.321907752,-73.01344113,-226.2937741,-191.1930642,-279.5243563,405.743096,-440.5650452,364.5154034,245.5000357,273.4952211,-370.3625513,61.41467279,501.1724543,-498.2456618,203.2941791,-119.8114418,-266.8155603,203.0441056,547.6649565,-74.69941745,-80.21789148,253.0407191,61.46903158,223.3168275,-677.274241,-949.0761229,-54.21321984,-195.0810285,252.5676984,380.420543,1.880908961,-856.4179307,453.876591,-179.9239095,92.78329118,-550.606242,234.9571337,95.4322042,238.0825593,244.8814246,591.1932155,688.4626479,-170.5179864,-338.4444718,-294.0073546,-254.3411572,-190.9050356,194.0016474,-645.7588745,270.803098,351.428813,300.1423406,-30.03174578,-357.3835427,77.79038838,-61.25937599,214.8273102,161.6678734,25.85755053,-113.6222622,717.7336066,-442.0511686,-453.4988913,185.9141701,67.54284132,-216.0878554,-83.10300889
76.2701979,-580.3793699,-458.1213417,-106.4846099,121.8872839,548.2990407,752.0668061,565.220185,541.3502549,-361.3919369,-975.4585515,-0.143972189,117.7284655,-326.1949332,163.4774954,-768.8044201,55.61216649,621.1687005,692.7156878,859.1342893,898.3115114,-137.5830783,-532.3947947,-333.3872371,-702.5674806,-454.8638951,1.47210746,95.62436607,-25.34499231,-440.562255,241.2894661,-313.9445183,22.30632266,298.0874564,-530.6035027,89.66830792,32.48375341,397.2753244,-299.5992739,220.3026591,373.6261141,-541.0778144,432.2406083,-345.8195107,-194.0940573,28.4294754,1079.074371,81.21406293,14.49621236,53.19585416,-181.5471563,64.29693645,-766.3302014,-781.0808013,19.43918675,-192.0161511,151.0434563,302.0788652,188.2768738,-796.8913163,191.5811298,-42.35983414,300.817461,-416.6225532,-263.6090243,304.6870483,532.6890796,465.6093365,458.9748066,838.4724174,-232.8335928,-309.2663858,-280.2067347,-326.3250811,-478.5399938,351.6503935,-830.3881036,180.9393523,236.4066123,437.1983536,50.58572231,-50.96738916,297.5863843,-264.0773994,93.7867814,96.86203698,-294.1290688,-394.4185187,973.8173762,-578.3082337,-146.8816341,97.24205444,162.7558784,-147.4377798,-137.4261167
